"","G","Gene","MC","WTC","MD","WTD","Fisher.p","phi","OR1","OR2"
"2592","GO",19520,22,97,0,0,1,NA,"NaN",NA
"2593","GO",19521,22,97,0,0,1,NA,"NaN",NA
"2594","GO",19523,0,22,22,75,0.0122,0.227,"Inf",0
"2595","GO",19538,22,97,0,0,1,NA,"NaN",NA
"2596","GO",19540,0,1,22,96,1,0.044,"Inf",0
"2597","GO",19541,22,97,0,0,1,NA,"NaN",NA
"2598","GO",19542,22,96,0,1,1,-0.044,"0.000",Inf
"2599","GO",19543,22,97,0,0,1,NA,"NaN",NA
"2600","GO",19546,0,4,22,93,1,0.089,"Inf",0
"2601","GO",19563,22,97,0,0,1,NA,"NaN",NA
"2602","GO",19566,18,12,4,85,4.22e-10,-0.621,"0.0314",31.9
"2603","GO",19568,18,12,4,85,4.22e-10,-0.621,"0.0314",31.9
"2604","GO",19569,18,12,4,85,4.22e-10,-0.621,"0.0314",31.9
"2605","GO",19572,18,12,4,85,4.22e-10,-0.621,"0.0314",31.9
"2606","GO",19577,0,1,22,96,1,0.044,"Inf",0
"2607","GO",19579,0,1,22,96,1,0.044,"Inf",0
"2608","GO",19580,0,1,22,96,1,0.044,"Inf",0
"2609","GO",19583,0,8,22,89,0.349,0.128,"Inf",0
"2610","GO",19584,0,8,22,89,0.349,0.128,"Inf",0
"2611","GO",19585,0,1,22,96,1,0.044,"Inf",0
"2612","GO",19586,0,3,22,94,1,0.077,"Inf",0
"2613","GO",19588,0,7,22,90,0.346,0.119,"Inf",0
"2614","GO",19626,22,97,0,0,1,NA,"NaN",NA
"2615","GO",19627,22,97,0,0,1,NA,"NaN",NA
"2616","GO",19628,0,1,22,96,1,0.044,"Inf",0
"2617","GO",19629,22,97,0,0,1,NA,"NaN",NA
"2618","GO",19632,22,97,0,0,1,NA,"NaN",NA
"2619","GO",19634,20,29,2,68,1.38e-07,-0.481,"0.0426",23.4
"2620","GO",19637,22,97,0,0,1,NA,"NaN",NA
"2621","GO",19645,22,81,0,16,0.0405,-0.188,"0.000",Inf
"2622","GO",19646,22,97,0,0,1,NA,"NaN",NA
"2623","GO",19660,22,93,0,4,1,-0.089,"0.000",Inf
"2624","GO",19662,0,7,22,90,0.346,0.119,"Inf",0
"2625","GO",19664,22,93,0,4,1,-0.089,"0.000",Inf
"2626","GO",19666,22,93,0,4,1,-0.089,"0.000",Inf
"2627","GO",19674,22,97,0,0,1,NA,"NaN",NA
"2628","GO",19676,22,97,0,0,1,NA,"NaN",NA
"2629","GO",19679,22,97,0,0,1,NA,"NaN",NA
"2630","GO",19682,22,97,0,0,1,NA,"NaN",NA
"2631","GO",19686,22,97,0,0,1,NA,"NaN",NA
"2632","GO",19692,22,97,0,0,1,NA,"NaN",NA
"2633","GO",19693,22,97,0,0,1,NA,"NaN",NA
"2634","GO",19695,0,62,22,35,6.77e-09,0.497,"Inf",0
"2635","GO",19698,0,3,22,94,1,0.077,"Inf",0
"2636","GO",19720,22,97,0,0,1,NA,"NaN",NA
"2637","GO",19724,0,1,22,96,1,0.044,"Inf",0
"2638","GO",19725,22,97,0,0,1,NA,"NaN",NA
"2639","GO",19730,0,1,22,96,1,0.044,"Inf",0
"2640","GO",19740,22,97,0,0,1,NA,"NaN",NA
"2641","GO",19747,22,91,0,6,0.591,-0.11,"0.000",Inf
"2642","GO",19748,22,97,0,0,1,NA,"NaN",NA
"2643","GO",19751,22,97,0,0,1,NA,"NaN",NA
"2644","GO",19752,22,97,0,0,1,NA,"NaN",NA
"2645","GO",19787,0,3,22,94,1,0.077,"Inf",0
"2646","GO",19805,22,97,0,0,1,NA,"NaN",NA
"2647","GO",19825,0,10,22,87,0.205,0.144,"Inf",0
"2648","GO",19826,0,9,22,88,0.207,0.136,"Inf",0
"2649","GO",19829,22,97,0,0,1,NA,"NaN",NA
"2650","GO",19835,22,96,0,1,1,-0.044,"0.000",Inf
"2651","GO",19836,22,96,0,1,1,-0.044,"0.000",Inf
"2652","GO",19842,22,97,0,0,1,NA,"NaN",NA
"2653","GO",19843,22,97,0,0,1,NA,"NaN",NA
"2654","GO",19852,18,12,4,85,4.22e-10,-0.621,"0.0314",31.9
"2655","GO",19856,22,97,0,0,1,NA,"NaN",NA
"2656","GO",19858,0,18,22,79,0.0234,0.201,"Inf",0
"2657","GO",19859,21,94,1,3,0.564,0.031,"1.490",0.67
"2658","GO",19860,22,94,0,3,1,-0.077,"0.000",Inf
"2659","GO",19866,0,2,22,95,1,0.062,"Inf",0
"2660","GO",19867,22,97,0,0,1,NA,"NaN",NA
"2661","GO",19877,22,97,0,0,1,NA,"NaN",NA
"2662","GO",19887,22,97,0,0,1,NA,"NaN",NA
"2663","GO",19897,22,97,0,0,1,NA,"NaN",NA
"2664","GO",19898,22,97,0,0,1,NA,"NaN",NA
"2665","GO",19899,22,97,0,0,1,NA,"NaN",NA
"2666","GO",19904,22,97,0,0,1,NA,"NaN",NA
"2667","GO",19941,21,96,1,1,0.337,0.106,"4.570",0.219
"2668","GO",19953,0,3,22,94,1,0.077,"Inf",0
"2669","GO",19954,22,97,0,0,1,NA,"NaN",NA
"2670","GO",19985,22,97,0,0,1,NA,"NaN",NA
"2671","GO",19988,21,96,1,1,0.337,0.106,"4.570",0.219
"2672","GO",19992,1,0,21,97,0.185,-0.193,"0.000",Inf
"2673","GO",20002,0,1,22,96,1,0.044,"Inf",0
"2674","GO",20037,22,97,0,0,1,NA,"NaN",NA
"2675","GO",21549,0,1,22,96,1,0.044,"Inf",0
"2676","GO",22037,0,1,22,96,1,0.044,"Inf",0
"2677","GO",22402,22,97,0,0,1,NA,"NaN",NA
"2678","GO",22411,22,97,0,0,1,NA,"NaN",NA
"2679","GO",22412,0,1,22,96,1,0.044,"Inf",0
"2680","GO",22413,0,2,22,95,1,0.062,"Inf",0
"2681","GO",22414,22,97,0,0,1,NA,"NaN",NA
"2682","GO",22417,22,97,0,0,1,NA,"NaN",NA
"2683","GO",22602,0,1,22,96,1,0.044,"Inf",0
"2684","GO",22603,22,97,0,0,1,NA,"NaN",NA
"2685","GO",22604,22,97,0,0,1,NA,"NaN",NA
"2686","GO",22605,0,1,22,96,1,0.044,"Inf",0
"2687","GO",22607,22,97,0,0,1,NA,"NaN",NA
"2688","GO",22610,22,97,0,0,1,NA,"NaN",NA
"2689","GO",22611,22,97,0,0,1,NA,"NaN",NA
"2690","GO",22613,22,97,0,0,1,NA,"NaN",NA
"2691","GO",22616,22,97,0,0,1,NA,"NaN",NA
"2692","GO",22618,22,97,0,0,1,NA,"NaN",NA
"2693","GO",22623,1,0,21,97,0.185,-0.193,"0.000",Inf
"2694","GO",22624,1,0,21,97,0.185,-0.193,"0.000",Inf
"2695","GO",22625,22,97,0,0,1,NA,"NaN",NA
"2696","GO",22626,22,97,0,0,1,NA,"NaN",NA
"2697","GO",22627,22,97,0,0,1,NA,"NaN",NA
"2698","GO",22803,22,97,0,0,1,NA,"NaN",NA
"2699","GO",22804,22,97,0,0,1,NA,"NaN",NA
"2700","GO",22821,22,97,0,0,1,NA,"NaN",NA
"2701","GO",22829,22,97,0,0,1,NA,"NaN",NA
"2702","GO",22836,22,97,0,0,1,NA,"NaN",NA
"2703","GO",22838,22,97,0,0,1,NA,"NaN",NA
"2704","GO",22853,22,97,0,0,1,NA,"NaN",NA
"2705","GO",22857,22,97,0,0,1,NA,"NaN",NA
"2706","GO",22883,22,97,0,0,1,NA,"NaN",NA
"2707","GO",22884,22,97,0,0,1,NA,"NaN",NA
"2708","GO",22889,0,3,22,94,1,0.077,"Inf",0
"2709","GO",22890,22,97,0,0,1,NA,"NaN",NA
"2710","GO",22898,22,97,0,0,1,NA,"NaN",NA
"2711","GO",22900,22,97,0,0,1,NA,"NaN",NA
"2712","GO",22904,22,97,0,0,1,NA,"NaN",NA
"2713","GO",23014,22,97,0,0,1,NA,"NaN",NA
"2714","GO",23051,0,2,22,95,1,0.062,"Inf",0
"2715","GO",23052,22,97,0,0,1,NA,"NaN",NA
"2716","GO",23056,0,1,22,96,1,0.044,"Inf",0
"2717","GO",23057,0,1,22,96,1,0.044,"Inf",0
"2718","GO",30001,22,97,0,0,1,NA,"NaN",NA
"2719","GO",30002,22,97,0,0,1,NA,"NaN",NA
"2720","GO",30003,22,97,0,0,1,NA,"NaN",NA
"2721","GO",30004,22,97,0,0,1,NA,"NaN",NA
"2722","GO",30029,0,3,22,94,1,0.077,"Inf",0
"2723","GO",30030,22,97,0,0,1,NA,"NaN",NA
"2724","GO",30031,22,97,0,0,1,NA,"NaN",NA
"2725","GO",30036,0,3,22,94,1,0.077,"Inf",0
"2726","GO",30042,0,3,22,94,1,0.077,"Inf",0
"2727","GO",30091,22,97,0,0,1,NA,"NaN",NA
"2728","GO",30097,0,1,22,96,1,0.044,"Inf",0
"2729","GO",30098,0,1,22,96,1,0.044,"Inf",0
"2730","GO",30100,0,1,22,96,1,0.044,"Inf",0
"2731","GO",30104,22,95,0,2,1,-0.062,"0.000",Inf
"2732","GO",30145,22,97,0,0,1,NA,"NaN",NA
"2733","GO",30149,0,1,22,96,1,0.044,"Inf",0
"2734","GO",30151,22,95,0,2,1,-0.062,"0.000",Inf
"2735","GO",30153,9,4,13,93,2.33e-05,-0.458,"0.0621",16.1
"2736","GO",30154,0,3,22,94,1,0.077,"Inf",0
"2737","GO",30155,22,97,0,0,1,NA,"NaN",NA
"2738","GO",30162,22,97,0,0,1,NA,"NaN",NA
"2739","GO",30163,22,97,0,0,1,NA,"NaN",NA
"2740","GO",30164,22,96,0,1,1,-0.044,"0.000",Inf
"2741","GO",30166,1,0,21,97,0.185,-0.193,"0.000",Inf
"2742","GO",30170,22,97,0,0,1,NA,"NaN",NA
"2743","GO",30174,22,97,0,0,1,NA,"NaN",NA
"2744","GO",30183,0,1,22,96,1,0.044,"Inf",0
"2745","GO",30198,0,1,22,96,1,0.044,"Inf",0
"2746","GO",30203,22,97,0,0,1,NA,"NaN",NA
"2747","GO",30204,1,0,21,97,0.185,-0.193,"0.000",Inf
"2748","GO",30206,1,0,21,97,0.185,-0.193,"0.000",Inf
"2749","GO",30217,0,1,22,96,1,0.044,"Inf",0
"2750","GO",30234,22,97,0,0,1,NA,"NaN",NA
"2751","GO",30243,0,12,22,85,0.12,0.159,"Inf",0
"2752","GO",30244,0,1,22,96,1,0.044,"Inf",0
"2753","GO",30245,0,11,22,86,0.213,0.152,"Inf",0
"2754","GO",30246,18,23,4,74,5.97e-07,-0.475,"0.0691",14.5
"2755","GO",30247,0,1,22,96,1,0.044,"Inf",0
"2756","GO",30258,22,97,0,0,1,NA,"NaN",NA
"2757","GO",30260,22,97,0,0,1,NA,"NaN",NA
"2758","GO",30261,1,0,21,97,0.185,-0.193,"0.000",Inf
"2759","GO",30272,22,96,0,1,1,-0.044,"0.000",Inf
"2760","GO",30288,22,97,0,0,1,NA,"NaN",NA
"2761","GO",30295,22,97,0,0,1,NA,"NaN",NA
"2762","GO",30307,0,1,22,96,1,0.044,"Inf",0
"2763","GO",30308,3,4,19,93,0.117,-0.157,"0.272",3.67
"2764","GO",30312,22,97,0,0,1,NA,"NaN",NA
"2765","GO",30313,22,97,0,0,1,NA,"NaN",NA
"2766","GO",30320,22,97,0,0,1,NA,"NaN",NA
"2767","GO",30330,0,1,22,96,1,0.044,"Inf",0
"2768","GO",30337,22,97,0,0,1,NA,"NaN",NA
"2769","GO",30366,22,97,0,0,1,NA,"NaN",NA
"2770","GO",30371,22,97,0,0,1,NA,"NaN",NA
"2771","GO",30388,22,96,0,1,1,-0.044,"0.000",Inf
"2772","GO",30414,22,91,0,6,0.591,-0.11,"0.000",Inf
"2773","GO",30420,0,1,22,96,1,0.044,"Inf",0
"2774","GO",30423,22,95,0,2,1,-0.062,"0.000",Inf
"2775","GO",30427,0,2,22,95,1,0.062,"Inf",0
"2776","GO",30428,22,97,0,0,1,NA,"NaN",NA
"2777","GO",30429,0,4,22,93,1,0.089,"Inf",0
"2778","GO",30430,3,3,19,94,0.076,-0.187,"0.202",4.95
"2779","GO",30435,0,2,22,95,1,0.062,"Inf",0
"2780","GO",30436,0,1,22,96,1,0.044,"Inf",0
"2781","GO",30437,0,2,22,95,1,0.062,"Inf",0
"2782","GO",30488,22,97,0,0,1,NA,"NaN",NA
"2783","GO",30490,22,97,0,0,1,NA,"NaN",NA
"2784","GO",30496,0,1,22,96,1,0.044,"Inf",0
"2785","GO",30497,22,97,0,0,1,NA,"NaN",NA
"2786","GO",30509,0,1,22,96,1,0.044,"Inf",0
"2787","GO",30523,22,80,0,17,0.0396,-0.194,"0.000",Inf
"2788","GO",30541,22,97,0,0,1,NA,"NaN",NA
"2789","GO",30545,0,1,22,96,1,0.044,"Inf",0
"2790","GO",30551,22,97,0,0,1,NA,"NaN",NA
"2791","GO",30554,22,97,0,0,1,NA,"NaN",NA
"2792","GO",30572,8,65,14,32,0.0139,0.244,"3.550",0.281
"2793","GO",30580,22,97,0,0,1,NA,"NaN",NA
"2794","GO",30604,22,97,0,0,1,NA,"NaN",NA
"2795","GO",30611,0,3,22,94,1,0.077,"Inf",0
"2796","GO",30613,0,4,22,93,1,0.089,"Inf",0
"2797","GO",30614,0,3,22,94,1,0.077,"Inf",0
"2798","GO",30632,22,95,0,2,1,-0.062,"0.000",Inf
"2799","GO",30641,22,97,0,0,1,NA,"NaN",NA
"2800","GO",30643,22,97,0,0,1,NA,"NaN",NA
"2801","GO",30674,22,97,0,0,1,NA,"NaN",NA
"2802","GO",30677,21,96,1,1,0.337,0.106,"4.570",0.219
"2803","GO",30681,21,96,1,1,0.337,0.106,"4.570",0.219
"2804","GO",30695,22,97,0,0,1,NA,"NaN",NA
"2805","GO",30696,22,97,0,0,1,NA,"NaN",NA
"2806","GO",30697,22,97,0,0,1,NA,"NaN",NA
"2807","GO",30808,0,6,22,91,0.591,0.11,"Inf",0
"2808","GO",30809,0,6,22,91,0.591,0.11,"Inf",0
"2809","GO",30855,0,1,22,96,1,0.044,"Inf",0
"2810","GO",30880,22,97,0,0,1,NA,"NaN",NA
"2811","GO",30894,22,97,0,0,1,NA,"NaN",NA
"2812","GO",30902,0,1,22,96,1,0.044,"Inf",0
"2813","GO",30955,22,97,0,0,1,NA,"NaN",NA
"2814","GO",30961,22,95,0,2,1,-0.062,"0.000",Inf
"2815","GO",30964,22,97,0,0,1,NA,"NaN",NA
"2816","GO",30973,22,27,0,70,9.64e-11,-0.569,"0.000",Inf
"2817","GO",30976,22,97,0,0,1,NA,"NaN",NA
"2818","GO",30978,0,27,22,70,0.00343,0.258,"Inf",0
"2819","GO",30980,0,27,22,70,0.00343,0.258,"Inf",0
"2820","GO",30983,22,96,0,1,1,-0.044,"0.000",Inf
"2821","GO",31004,0,12,22,85,0.12,0.159,"Inf",0
"2822","GO",31047,22,95,0,2,1,-0.062,"0.000",Inf
"2823","GO",31071,22,97,0,0,1,NA,"NaN",NA
"2824","GO",31090,1,3,21,94,0.564,-0.031,"0.670",1.49
"2825","GO",31118,22,97,0,0,1,NA,"NaN",NA
"2826","GO",31119,22,97,0,0,1,NA,"NaN",NA
"2827","GO",31123,22,97,0,0,1,NA,"NaN",NA
"2828","GO",31124,22,97,0,0,1,NA,"NaN",NA
"2829","GO",31125,1,1,21,96,0.337,-0.106,"0.219",4.57
"2830","GO",31160,0,1,22,96,1,0.044,"Inf",0
"2831","GO",31162,22,96,0,1,1,-0.044,"0.000",Inf
"2832","GO",31163,22,97,0,0,1,NA,"NaN",NA
"2833","GO",31167,22,97,0,0,1,NA,"NaN",NA
"2834","GO",31177,21,96,1,1,0.337,0.106,"4.570",0.219
"2835","GO",31224,22,97,0,0,1,NA,"NaN",NA
"2836","GO",31225,21,97,1,0,0.185,0.193,"Inf",0
"2837","GO",31226,22,97,0,0,1,NA,"NaN",NA
"2838","GO",31230,22,97,0,0,1,NA,"NaN",NA
"2839","GO",31232,22,86,0,11,0.213,-0.152,"0.000",Inf
"2840","GO",31233,22,97,0,0,1,NA,"NaN",NA
"2841","GO",31234,22,97,0,0,1,NA,"NaN",NA
"2842","GO",31235,22,96,0,1,1,-0.044,"0.000",Inf
"2843","GO",31236,22,86,0,11,0.213,-0.152,"0.000",Inf
"2844","GO",31237,21,95,1,2,0.462,0.062,"2.260",0.442
"2845","GO",31241,22,97,0,0,1,NA,"NaN",NA
"2846","GO",31246,22,97,0,0,1,NA,"NaN",NA
"2847","GO",31248,0,3,22,94,1,0.077,"Inf",0
"2848","GO",31249,22,97,0,0,1,NA,"NaN",NA
"2849","GO",31250,22,97,0,0,1,NA,"NaN",NA
"2850","GO",31253,0,0,22,97,1,NA,"NaN",NA
"2851","GO",31267,0,1,22,96,1,0.044,"Inf",0
"2852","GO",31297,22,97,0,0,1,NA,"NaN",NA
"2853","GO",31323,22,97,0,0,1,NA,"NaN",NA
"2854","GO",31324,22,97,0,0,1,NA,"NaN",NA
"2855","GO",31325,22,97,0,0,1,NA,"NaN",NA
"2856","GO",31326,22,97,0,0,1,NA,"NaN",NA
"2857","GO",31327,22,97,0,0,1,NA,"NaN",NA
"2858","GO",31328,22,97,0,0,1,NA,"NaN",NA
"2859","GO",31329,22,97,0,0,1,NA,"NaN",NA
"2860","GO",31330,22,97,0,0,1,NA,"NaN",NA
"2861","GO",31331,22,97,0,0,1,NA,"NaN",NA
"2862","GO",31333,22,97,0,0,1,NA,"NaN",NA
"2863","GO",31334,22,97,0,0,1,NA,"NaN",NA
"2864","GO",31347,0,1,22,96,1,0.044,"Inf",0
"2865","GO",31349,0,1,22,96,1,0.044,"Inf",0
"2866","GO",31365,22,97,0,0,1,NA,"NaN",NA
"2867","GO",31399,22,97,0,0,1,NA,"NaN",NA
"2868","GO",31400,19,43,3,54,0.000325,-0.327,"0.126",7.95
"2869","GO",31401,22,97,0,0,1,NA,"NaN",NA
"2870","GO",31402,22,97,0,0,1,NA,"NaN",NA
"2871","GO",31403,22,96,0,1,1,-0.044,"0.000",Inf
"2872","GO",31404,22,96,0,1,1,-0.044,"0.000",Inf
"2873","GO",31405,22,97,0,0,1,NA,"NaN",NA
"2874","GO",31406,22,97,0,0,1,NA,"NaN",NA
"2875","GO",31410,1,1,21,96,0.337,-0.106,"0.219",4.57
"2876","GO",31419,22,96,0,1,1,-0.044,"0.000",Inf
"2877","GO",31420,22,97,0,0,1,NA,"NaN",NA
"2878","GO",31421,22,96,0,1,1,-0.044,"0.000",Inf
"2879","GO",31437,0,8,22,89,0.349,0.128,"Inf",0
"2880","GO",31439,0,8,22,89,0.349,0.128,"Inf",0
"2881","GO",31455,0,62,22,35,6.77e-09,0.497,"Inf",0
"2882","GO",31456,0,62,22,35,6.77e-09,0.497,"Inf",0
"2883","GO",31460,0,31,22,66,0.000854,0.283,"Inf",0
"2884","GO",31469,0,1,22,96,1,0.044,"Inf",0
"2885","GO",31471,0,1,22,96,1,0.044,"Inf",0
"2886","GO",31522,22,97,0,0,1,NA,"NaN",NA
"2887","GO",31554,22,97,0,0,1,NA,"NaN",NA
"2888","GO",31564,22,97,0,0,1,NA,"NaN",NA
"2889","GO",31589,22,97,0,0,1,NA,"NaN",NA
"2890","GO",31597,22,97,0,0,1,NA,"NaN",NA
"2891","GO",31625,0,2,22,95,1,0.062,"Inf",0
"2892","GO",31640,22,97,0,0,1,NA,"NaN",NA
"2893","GO",31647,22,97,0,0,1,NA,"NaN",NA
"2894","GO",31648,22,95,0,2,1,-0.062,"0.000",Inf
"2895","GO",31667,22,97,0,0,1,NA,"NaN",NA
"2896","GO",31668,22,97,0,0,1,NA,"NaN",NA
"2897","GO",31669,22,97,0,0,1,NA,"NaN",NA
"2898","GO",31670,22,96,0,1,1,-0.044,"0.000",Inf
"2899","GO",31966,0,2,22,95,1,0.062,"Inf",0
"2900","GO",31967,0,2,22,95,1,0.062,"Inf",0
"2901","GO",31974,22,97,0,0,1,NA,"NaN",NA
"2902","GO",31975,22,97,0,0,1,NA,"NaN",NA
"2903","GO",31981,22,97,0,0,1,NA,"NaN",NA
"2904","GO",31982,1,1,21,96,0.337,-0.106,"0.219",4.57
"2905","GO",31984,1,1,21,96,0.337,-0.106,"0.219",4.57
"2906","GO",32026,22,96,0,1,1,-0.044,"0.000",Inf
"2907","GO",32048,8,65,14,32,0.0139,0.244,"3.550",0.281
"2908","GO",32049,8,65,14,32,0.0139,0.244,"3.550",0.281
"2909","GO",32055,22,90,0,7,0.346,-0.119,"0.000",Inf
"2910","GO",32067,0,4,22,93,1,0.089,"Inf",0
"2911","GO",32069,22,97,0,0,1,NA,"NaN",NA
"2912","GO",32074,22,97,0,0,1,NA,"NaN",NA
"2913","GO",32101,19,44,3,53,0.000654,-0.319,"0.131",7.63
"2914","GO",32102,1,0,21,97,0.185,-0.193,"0.000",Inf
"2915","GO",32103,0,1,22,96,1,0.044,"Inf",0
"2916","GO",32135,0,2,22,95,1,0.062,"Inf",0
"2917","GO",32136,22,96,0,1,1,-0.044,"0.000",Inf
"2918","GO",32147,22,97,0,0,1,NA,"NaN",NA
"2919","GO",32150,22,97,0,0,1,NA,"NaN",NA
"2920","GO",32153,22,97,0,0,1,NA,"NaN",NA
"2921","GO",32155,0,1,22,96,1,0.044,"Inf",0
"2922","GO",32194,22,97,0,0,1,NA,"NaN",NA
"2923","GO",32196,6,15,16,82,0.218,-0.12,"0.488",2.05
"2924","GO",32259,22,97,0,0,1,NA,"NaN",NA
"2925","GO",32261,22,96,0,1,1,-0.044,"0.000",Inf
"2926","GO",32262,22,83,0,14,0.0698,-0.174,"0.000",Inf
"2927","GO",32263,22,96,0,1,1,-0.044,"0.000",Inf
"2928","GO",32264,22,96,0,1,1,-0.044,"0.000",Inf
"2929","GO",32265,0,5,22,92,0.583,0.1,"Inf",0
"2930","GO",32267,22,97,0,0,1,NA,"NaN",NA
"2931","GO",32268,22,97,0,0,1,NA,"NaN",NA
"2932","GO",32269,22,97,0,0,1,NA,"NaN",NA
"2933","GO",32270,22,97,0,0,1,NA,"NaN",NA
"2934","GO",32271,22,97,0,0,1,NA,"NaN",NA
"2935","GO",32272,22,97,0,0,1,NA,"NaN",NA
"2936","GO",32296,22,97,0,0,1,NA,"NaN",NA
"2937","GO",32297,22,97,0,0,1,NA,"NaN",NA
"2938","GO",32298,22,97,0,0,1,NA,"NaN",NA
"2939","GO",32299,22,96,0,1,1,-0.044,"0.000",Inf
"2940","GO",32300,22,97,0,0,1,NA,"NaN",NA
"2941","GO",32324,22,97,0,0,1,NA,"NaN",NA
"2942","GO",32329,22,96,0,1,1,-0.044,"0.000",Inf
"2943","GO",32359,22,96,0,1,1,-0.044,"0.000",Inf
"2944","GO",32386,22,97,0,0,1,NA,"NaN",NA
"2945","GO",32392,22,97,0,0,1,NA,"NaN",NA
"2946","GO",32409,22,97,0,0,1,NA,"NaN",NA
"2947","GO",32410,22,97,0,0,1,NA,"NaN",NA
"2948","GO",32412,22,97,0,0,1,NA,"NaN",NA
"2949","GO",32413,22,97,0,0,1,NA,"NaN",NA
"2950","GO",32446,0,3,22,94,1,0.077,"Inf",0
"2951","GO",32448,0,2,22,95,1,0.062,"Inf",0
"2952","GO",32459,22,95,0,2,1,-0.062,"0.000",Inf
"2953","GO",32462,22,95,0,2,1,-0.062,"0.000",Inf
"2954","GO",32465,22,97,0,0,1,NA,"NaN",NA
"2955","GO",32466,22,97,0,0,1,NA,"NaN",NA
"2956","GO",32501,0,2,22,95,1,0.062,"Inf",0
"2957","GO",32502,22,97,0,0,1,NA,"NaN",NA
"2958","GO",32504,0,1,22,96,1,0.044,"Inf",0
"2959","GO",32505,22,97,0,0,1,NA,"NaN",NA
"2960","GO",32506,22,97,0,0,1,NA,"NaN",NA
"2961","GO",32507,0,1,22,96,1,0.044,"Inf",0
"2962","GO",32508,22,97,0,0,1,NA,"NaN",NA
"2963","GO",32535,22,97,0,0,1,NA,"NaN",NA
"2964","GO",32549,22,97,0,0,1,NA,"NaN",NA
"2965","GO",32550,22,97,0,0,1,NA,"NaN",NA
"2966","GO",32551,22,97,0,0,1,NA,"NaN",NA
"2967","GO",32552,22,97,0,0,1,NA,"NaN",NA
"2968","GO",32553,22,97,0,0,1,NA,"NaN",NA
"2969","GO",32554,22,97,0,0,1,NA,"NaN",NA
"2970","GO",32555,22,97,0,0,1,NA,"NaN",NA
"2971","GO",32556,22,97,0,0,1,NA,"NaN",NA
"2972","GO",32557,22,97,0,0,1,NA,"NaN",NA
"2973","GO",32558,22,97,0,0,1,NA,"NaN",NA
"2974","GO",32559,22,97,0,0,1,NA,"NaN",NA
"2975","GO",32560,22,97,0,0,1,NA,"NaN",NA
"2976","GO",32561,22,97,0,0,1,NA,"NaN",NA
"2977","GO",32564,22,97,0,0,1,NA,"NaN",NA
"2978","GO",32567,22,97,0,0,1,NA,"NaN",NA
"2979","GO",32588,1,0,21,97,0.185,-0.193,"0.000",Inf
"2980","GO",32649,0,1,22,96,1,0.044,"Inf",0
"2981","GO",32653,0,1,22,96,1,0.044,"Inf",0
"2982","GO",32677,0,1,22,96,1,0.044,"Inf",0
"2983","GO",32680,0,1,22,96,1,0.044,"Inf",0
"2984","GO",32717,0,1,22,96,1,0.044,"Inf",0
"2985","GO",32720,0,1,22,96,1,0.044,"Inf",0
"2986","GO",32729,0,1,22,96,1,0.044,"Inf",0
"2987","GO",32733,0,1,22,96,1,0.044,"Inf",0
"2988","GO",32774,22,97,0,0,1,NA,"NaN",NA
"2989","GO",32775,22,97,0,0,1,NA,"NaN",NA
"2990","GO",32776,0,10,22,87,0.205,0.144,"Inf",0
"2991","GO",32780,22,96,0,1,1,-0.044,"0.000",Inf
"2992","GO",32781,22,96,0,1,1,-0.044,"0.000",Inf
"2993","GO",32784,22,96,0,1,1,-0.044,"0.000",Inf
"2994","GO",32787,22,97,0,0,1,NA,"NaN",NA
"2995","GO",32790,21,97,1,0,0.185,0.193,"Inf",0
"2996","GO",32794,21,96,1,1,0.337,0.106,"4.570",0.219
"2997","GO",32843,22,97,0,0,1,NA,"NaN",NA
"2998","GO",32870,0,1,22,96,1,0.044,"Inf",0
"2999","GO",32879,22,97,0,0,1,NA,"NaN",NA
"3000","GO",32880,22,97,0,0,1,NA,"NaN",NA
"3001","GO",32881,22,97,0,0,1,NA,"NaN",NA
"3002","GO",32885,22,94,0,3,1,-0.077,"0.000",Inf
"3003","GO",32890,22,96,0,1,1,-0.044,"0.000",Inf
"3004","GO",32892,22,96,0,1,1,-0.044,"0.000",Inf
"3005","GO",32940,22,97,0,0,1,NA,"NaN",NA
"3006","GO",32950,22,31,0,66,8.97e-10,-0.531,"0.000",Inf
"3007","GO",32951,22,31,0,66,8.97e-10,-0.531,"0.000",Inf
"3008","GO",32954,22,97,0,0,1,NA,"NaN",NA
"3009","GO",32955,22,97,0,0,1,NA,"NaN",NA
"3010","GO",32973,22,97,0,0,1,NA,"NaN",NA
"3011","GO",32977,22,97,0,0,1,NA,"NaN",NA
"3012","GO",32978,22,97,0,0,1,NA,"NaN",NA
"3013","GO",32981,0,1,22,96,1,0.044,"Inf",0
"3014","GO",32984,22,97,0,0,1,NA,"NaN",NA
"3015","GO",32988,21,97,1,0,0.185,0.193,"Inf",0
"3016","GO",32989,1,2,21,95,0.462,-0.062,"0.442",2.26
"3017","GO",32991,22,97,0,0,1,NA,"NaN",NA
"3018","GO",32993,22,97,0,0,1,NA,"NaN",NA
"3019","GO",32995,0,1,22,96,1,0.044,"Inf",0
"3020","GO",32996,0,1,22,96,1,0.044,"Inf",0
"3021","GO",33013,22,97,0,0,1,NA,"NaN",NA
"3022","GO",33014,22,97,0,0,1,NA,"NaN",NA
"3023","GO",33036,22,97,0,0,1,NA,"NaN",NA
"3024","GO",33043,22,96,0,1,1,-0.044,"0.000",Inf
"3025","GO",33044,22,96,0,1,1,-0.044,"0.000",Inf
